TYPEHUQ,CDD65,CDD30YR,AIA_Zone,KOWNRENT,YEARMADE,YEARMADERANGE,NUMFLRS,ROOFTYPE,NAPTFLRS,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,SIZEOFGARAGE,GARGLOC,OVEN,OVENFUEL,OVENCLN,TYPECLN,OUTGRILL,FUELFOOD,NUMFRIG,SIZRFRI1,ICE,TYPERFR2,SIZRFRI2,REFRIGT2,MONRFRI2,SEPFREEZ,NUMFREEZ,UPRTFRZR,SIZFREEZ,FREEZER,DISHWASH,DWASHUSE,CWASHER,TOPFRONT,WASHLOAD,WASHTEMP,RNSETEMP,DRYER,DRYRFUEL,DRYRUSE,TVCOLOR,TVSIZE2,TVTYPE2,CABLESAT2,TVONWD2,TVONWE2,TVSIZE3,TVTYPE3,CABLESAT3,TVONWD3,TVONWE3,NUMPC,TIMEON2,PCPRINT,ELECDEV,FUELHEAT,HEATOTH,HEATROOM,NUMTHERM,FUELH2O,WHEATOTH,ZWHEATAGE,ZWHEATBKT,AIRCOND,DNTAC,CENACHP,MAINTAC,ACROOMS,USECENAC,THERMAINAC,PROTHERMAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,NUMCFAN,USECFAN,SWIMPOOL,POOL,LGT4,LGT1,NOUTLGTNT,WINDOWS,USENG,USELP,ELWARM,ELCOOL,ELWATER,ELFOOD,UGWARM,UGWATER,UGCOOK,LPOTHER,PELHEAT,PELHOTWA,PELCOOK,PELAC,PGASHEAT,PGASHTWA,PUGCOOK,SPOUSE,NHSLDMEM,AGEHHMEMCAT2,AGEHHMEMCAT3,MONEYPY,TOTSQFT,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,TOTALBTU,TOTALBTUCOL,TOTALBTURFG,TOTALBTUOTH,TOTALDOL,TOTALDOLCOL,TOTALDOLWTH,TOTALDOLRFG,TOTALDOLOTH,KAVALNG,PERIODNG,KWH
3,1320,1524,3,2,1978,4,0,6,0,10,2,1,2,4,1,1,2,0,0,1,2,1,5,1,4,0,0,0,0,0,0,0,0,0,0,1,11,1,1,2,3,3,1,5,1,2,1,1,0,1,1,0,0,0,0,0,2,2,1,2,1,0,4,1,5,0,0,1,1,0,0,0,4,3,1,0,75,85,75,1,2,0,0,1,3,0,30,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2,6,0,17,1323,1073,1073,1073,536,0.0,81.259,144.522,48.701,261.518,50798,2868,1719,9231,946,81,145,49,262,1,1,5545
2,463,562,2,1,1920,1,0,5,0,20,4,1,5,9,0,0,0,0,0,1,2,1,5,2,4,1,21,4,2,12,0,0,0,0,0,0,0,1,1,2,1,3,1,5,1,9,3,2,1,5,5,3,2,1,5,3,4,3,1,3,5,0,9,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,4,0,60,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,6,14,14,24,2550,2550,2550,850,1904,318.143,19.529,342.73,140.114,1083.485,41838,429,3079,23808,1904,20,343,140,1083,0,0,12262
2,624,685,2,1,1963,3,0,5,0,20,3,1,3,6,0,0,0,0,0,1,2,1,5,1,3,0,0,0,0,0,1,1,1,1,2,1,30,1,1,5,2,2,1,5,1,5,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,0,6,1,1,0,0,0,1,0,0,0,6,2,1,0,70,72,72,2,2,0,0,0,3,0,42,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,4,8,3,17,4620,4620,4620,3080,1742,0.0,178.565,0.0,75.912,1487.522,136642,5212,2216,43421,2685,179,261,76,1488,1,1,14903
3,1101,1288,3,1,2002,7,0,5,0,10,2,2,2,4,1,2,2,0,0,1,2,0,5,1,4,1,0,0,0,0,0,0,0,0,0,1,13,1,1,2,1,3,1,5,1,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,4,1,1,0,0,0,1,0,0,0,4,3,1,0,72,72,72,1,4,0,0,3,3,0,30,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,11,4440,4040,4040,4040,523,0.0,194.726,0.0,82.788,245.486,91492,7198,3060,9074,1516,195,205,83,245,1,1,5666
2,308,506,1,1,1999,6,0,2,0,20,2,3,5,7,1,2,2,0,0,1,2,0,5,2,4,0,1,4,2,12,0,0,0,0,0,1,13,1,1,3,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,5,0,0,0,1,0,0,0,7,3,1,0,70,70,70,4,1,0,0,0,2,1,50,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,12,3840,3440,3440,3440,1608,563.933,91.525,157.79,205.569,589.009,53927,2924,6567,21380,1634,92,158,206,615,3,5,15054
2,3999,3965,5,1,1990,6,0,1,0,20,5,3,4,9,1,3,2,1,5,1,2,1,5,1,4,1,0,0,0,0,0,0,0,0,0,1,13,1,2,3,3,3,1,5,2,2,2,2,0,1,2,0,0,0,0,0,3,5,1,2,5,0,9,2,5,0,0,0,1,0,0,1,9,3,1,1,72,79,72,6,3,1,1,1,5,4,50,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,13,4162,3512,3512,3512,2572,172.21,1218.594,147.703,101.645,931.848,95220,38752,3232,43062,2931,1219,148,102,1291,1,1,23972
3,567,775,2,2,1970,4,0,5,0,10,3,2,3,6,1,1,2,0,0,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,5,1,5,1,1,1,2,2,2,1,1,5,5,2,3,0,3,1,0,6,1,1,0,0,0,1,0,0,0,6,2,1,1,68,68,68,1,1,0,0,2,2,0,41,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,9,5,13,2826,2576,2576,1492,1154,55.308,65.19,0.0,105.716,927.851,149998,1878,3046,39930,1992,65,206,106,1023,1,1,9745
5,995,1194,2,2,1970,4,6,0,1,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,14,552,552,552,552,465,285.702,28.887,0.0,74.612,75.799,24883,1157,2989,3037,522,29,57,75,76,3,5,5460
2,3382,2810,5,1,1998,6,0,5,0,20,5,4,7,12,0,0,0,2,5,1,2,1,5,6,5,1,1,5,2,12,1,3,1,4,2,1,11,1,1,3,2,3,1,1,1,3,2,1,1,2,1,2,1,1,2,1,1,0,1,2,1,0,12,3,1,0,0,0,1,0,0,1,12,3,1,0,75,80,76,3,3,0,0,12,3,0,60,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2,12,0,20,7800,7800,7800,7800,4057,0.0,2282.089,0.0,540.204,1234.707,203249,51252,12132,53820,5362,2282,531,540,1538,1,1,26704
2,4064,3009,5,2,2005,8,0,5,0,10,3,2,3,6,1,2,2,0,0,1,2,1,5,2,1,0,22,3,2,12,0,0,0,0,0,1,11,1,1,1,3,3,1,5,1,3,2,3,1,1,2,2,1,0,1,1,0,0,0,1,5,0,6,1,5,0,0,0,1,0,0,1,6,1,1,0,0,0,0,4,1,0,0,1,1,2,30,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,10,1519,1119,1119,1119,999,144.015,153.847,180.236,102.147,418.755,38228,5887,3909,16024,999,154,180,102,419,0,0,11204
3,1662,1574,4,2,1985,5,0,5,0,10,2,1,3,5,1,1,2,0,0,0,0,1,1,1,3,0,0,0,0,0,1,1,1,2,1,1,13,1,1,3,3,3,1,5,1,3,1,1,2,2,1,1,1,2,1,1,1,0,1,1,1,0,5,1,1,0,0,0,1,0,0,0,5,2,1,0,80,80,80,3,3,0,0,1,1,0,30,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,5,1240,990,990,990,738,36.124,105.615,0.0,72.602,523.658,54969,2366,1626,13039,1215,106,149,73,540,1,1,4845
3,311,387,2,2,1920,1,0,6,0,10,2,1,3,5,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,1,1,2,3,0,0,0,0,0,2,4,1,2,1,0,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,41,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,4,0,11,2152,2152,1045,0,387,0.0,0.0,0.0,79.196,307.804,86552,0,1498,10001,1532,0,114,79,368,1,1,2145
2,3347,2874,5,1,1978,4,0,5,0,10,3,1,3,6,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,5,2,2,2,1,0,4,4,0,0,0,0,0,0,0,0,1,1,0,6,1,1,0,0,0,1,0,0,0,6,1,1,0,0,0,0,6,2,0,0,0,0,3,41,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,3,11,4,12,1322,1322,1322,1322,1827,0.0,325.607,0.0,258.349,1243.044,144356,12702,10078,61868,2499,326,238,258,1366,1,1,20889
2,669,841,3,1,1974,4,0,5,0,20,4,2,5,9,1,1,2,0,0,1,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,13,1,2,2,3,3,1,5,1,2,3,2,1,1,1,0,0,0,0,0,8,2,5,3,3,0,9,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,4,0,50,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,11,0,14,4262,4012,4012,1862,2814,0.0,123.282,0.0,192.031,2498.688,116654,2025,3154,41040,4106,123,249,192,2499,0,0,13546
2,447,652,2,1,1920,1,0,4,0,20,2,2,5,7,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,13,1,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,1,2,1,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,50,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,6,0,19,2016,2016,1646,844,928,0.0,40.342,0.0,181.598,706.06,107784,840,3782,23980,2254,40,260,182,845,1,1,5664
2,90,417,1,1,1953,2,0,5,0,10,4,2,5,9,0,0,0,0,0,1,2,1,5,1,4,1,0,0,0,0,1,1,2,3,1,1,30,1,2,2,3,3,1,5,1,2,1,1,0,1,2,0,0,0,0,0,2,2,1,2,1,0,7,1,1,0,0,0,1,0,0,1,7,1,1,0,0,0,0,1,1,0,0,2,4,0,42,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,2,10,0,14,2664,2664,1702,1036,1193,82.883,8.435,0.0,214.485,887.197,132023,286,7280,30111,1997,8,136,214,887,1,1,11867
4,1514,1685,3,2,1960,3,0,6,1,0,2,1,2,4,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,30,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,1,0,2,1299,1299,866,217,414,0.0,89.958,0.0,88.076,235.966,85519,3259,3191,20657,1258,90,122,88,381,1,2,4396
2,1979,1887,4,1,2003,7,0,6,0,10,4,2,2,6,0,0,0,0,0,1,2,1,5,1,5,1,0,0,0,0,1,2,1,4,2,0,0,1,1,3,3,3,1,5,1,4,1,2,2,1,5,1,2,2,1,5,1,0,1,3,5,0,6,1,5,0,0,0,1,0,0,0,6,3,1,0,68,68,68,5,3,1,0,4,4,0,41,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,4,7,3,17,1550,1550,1550,1550,3288,322.055,347.406,389.702,168.529,2060.308,89289,9434,4577,55950,3288,347,390,169,2060,0,0,26169
2,327,521,2,1,1987,5,0,5,0,20,4,2,6,10,1,2,2,0,0,1,2,1,5,1,4,1,0,0,0,0,1,1,1,3,2,1,30,1,2,3,3,3,1,5,1,5,1,2,1,2,3,1,2,0,1,2,5,2,3,2,3,0,10,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,1,0,42,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,11,5,19,5090,4690,3059,2310,2081,61.598,103.555,0.0,115.05,1800.796,217596,2284,2538,39718,4674,104,269,115,1801,0,0,13452
2,315,558,2,1,1982,5,0,5,0,10,3,2,2,5,1,1,2,0,0,1,2,0,5,2,4,1,1,3,1,12,1,1,1,1,1,1,13,1,1,4,2,3,1,5,1,4,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,5,1,1,0,0,0,1,0,0,0,5,1,1,1,0,0,0,3,1,0,0,1,0,0,30,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,7,1140,1140,1140,890,451,33.574,6.42,0.0,108.899,302.107,93430,243,4121,11433,1112,6,167,109,302,1,1,5002
5,590,756,1,2,1990,6,3,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,10,1,0,1,1,0,1,1,1,0,0,2,0,1,0,2,2,0,0,1,0,0,9,649,649,649,162,486,78.596,30.701,0.0,111.652,265.05,81478,776,2823,6703,1093,31,116,112,265,3,5,3602
2,1765,1686,4,1,1954,2,0,6,0,10,2,1,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7,2400,2400,800,0,259,0.0,0.0,162.173,0.0,96.827,5906,0,0,2208,259,0,162,0,97,0,0,1731
5,628,959,1,2,1968,3,3,0,1,0,1,1,3,4,0,0,0,0,0,1,2,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,30,1,1,1,1,0,1,1,1,0,1,1,0,1,0,2,2,0,1,2,6,0,11,741,741,741,185,459,81.673,16.725,0.0,117.119,243.483,83006,421,2950,6134,1085,17,88,117,243,3,5,3389
2,1084,1374,3,1,1975,4,0,5,0,10,3,2,5,8,1,2,2,1,5,1,2,0,5,1,4,1,0,0,0,0,0,0,0,0,0,1,12,1,1,3,3,3,1,5,1,5,3,3,2,1,1,1,1,0,1,1,4,1,1,2,1,0,8,1,1,0,0,0,1,0,0,1,8,3,1,0,78,78,78,3,2,0,0,3,2,0,50,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,13,5250,4850,4850,4850,586,18.88,175.661,0.0,39.982,351.478,64853,5675,1292,11356,1173,176,145,40,351,1,1,5549
2,1214,1278,3,1,1998,6,0,5,0,10,4,3,2,6,1,2,2,0,0,1,2,0,5,1,3,0,0,0,0,0,1,1,1,1,2,1,13,1,1,2,1,3,1,5,1,2,1,1,2,2,1,0,0,0,0,0,2,1,2,1,5,0,6,1,5,0,0,0,1,0,0,0,6,2,1,1,80,80,81,6,1,0,0,1,0,0,41,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,16,0,14,2372,1972,1453,1453,2113,493.191,204.169,356.997,134.234,924.408,84532,8168,5370,36982,2113,204,357,134,924,0,0,24775
5,1029,1350,3,2,1970,4,2,0,1,0,2,1,2,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,1,0,0,2,1,0,4,1,1,0,0,0,1,0,0,0,4,2,1,0,70,78,59,0,0,0,0,2,3,0,20,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,5,840,840,840,840,1634,0.0,253.011,0.0,325.362,1055.627,99335,9001,11575,37554,2154,253,62,325,1056,1,1,17037
5,1026,1149,3,2,1949,1,5,0,1,0,3,1,2,5,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,3,2,1,1,1,1,1,0,0,1,1,1,5,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,5,6,4,5,894,894,894,0,858,0.0,0.0,0.0,187.776,670.224,87403,0,3732,26939,1980,0,468,188,869,3,5,4998
5,605,729,1,1,1985,5,3,0,1,0,2,1,4,6,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,7,1177,1177,1177,392,229,0.0,22.132,0.0,52.511,154.357,65150,422,1001,2944,762,22,140,53,154,3,5,1280
4,559,549,4,1,1950,2,0,5,1,0,2,1,2,4,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,41,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,663,663,663,0,429,0.0,0.0,0.0,71.408,357.592,31695,0,1795,10284,670,0,100,71,373,1,1,3161
5,3793,3633,5,2,2006,8,2,0,1,0,2,2,3,5,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,1,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,1,1,0,0,0,1,0,0,0,5,3,1,0,68,78,78,0,0,0,0,2,4,0,60,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,15,1109,1109,1109,1109,764,0.0,496.075,0.0,74.182,193.743,37747,12929,1933,7889,1046,496,107,74,239,1,1,5836
1,2000,1752,4,2,1995,6,0,3,0,10,2,1,2,4,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,5,1,2,1,2,0,3,3,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,41,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,0,7,768,768,192,0,773,184.846,0.0,0.0,62.541,525.613,46602,0,1554,27150,1592,0,398,63,947,0,0,5628
5,1505,1467,4,2,1994,6,2,0,1,0,2,1,2,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,1,0,1,0,0,1,4,1,1,1,0,0,0,1,1,0,0,0,1,0,30,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,5,860,860,860,860,295,0.0,39.568,0.0,65.393,190.039,16583,1152,1904,5532,382,40,24,65,190,1,1,2517
2,707,582,4,2,1956,2,0,5,0,10,3,2,2,5,1,2,2,1,5,0,0,0,5,1,3,1,0,0,0,0,1,1,2,2,1,0,0,1,1,3,2,2,1,5,1,2,2,1,0,2,2,0,0,0,0,0,1,0,1,1,1,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,3,16,10,20,1896,1496,1197,0,1018,45.759,0.0,0.0,154.107,818.134,80424,0,3594,19080,1631,0,255,154,818,1,1,6958
2,3544,3143,5,1,2005,8,0,5,0,10,3,2,2,5,1,2,2,0,0,1,2,1,5,1,3,1,0,0,0,0,0,0,0,0,0,1,13,1,2,3,2,2,1,5,1,3,1,2,0,2,2,1,1,0,2,2,2,2,1,1,5,0,5,1,5,0,0,0,1,0,1,1,5,3,1,0,80,82,78,5,3,0,0,4,4,0,41,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,3,10,5,21,3033,2633,2633,2633,1498,76.716,558.364,160.333,79.804,622.783,39641,14776,2112,16480,1498,558,160,80,623,0,0,11618
5,2798,2331,5,2,1956,2,2,0,2,0,5,1,2,7,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,3,0,0,0,5,1,1,0,2,3,2,2,0,3,3,0,0,0,1,1,0,7,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,3,0,0,2,3,0,41,1,0,0,1,0,0,1,1,1,0,0,0,0,2,2,2,2,0,11,4,4,5,1118,1118,1118,1118,1337,0.0,186.073,0.0,120.274,1030.653,98654,5128,3315,50847,2012,186,299,120,1276,3,5,10799
4,1092,1109,3,1,1920,1,0,6,2,0,2,2,3,5,0,0,0,0,0,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,12,1,1,3,3,3,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,1,3,1,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,41,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,3,10,5,12,1973,1973,1071,643,1628,0.0,203.237,594.396,191.865,638.573,159418,2875,2715,47780,4580,203,594,192,1452,1,2,6751
2,436,759,2,1,1981,5,0,6,0,10,3,1,3,6,1,2,2,0,0,1,2,1,1,2,3,0,3,1,1,12,0,0,0,0,0,1,13,1,1,3,2,2,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,0,1,1,1,0,6,1,1,0,0,0,1,0,0,0,6,1,1,0,0,0,0,3,2,0,0,3,6,0,30,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,3,10,4,22,2662,2262,2262,2262,1049,0.0,59.015,0.0,180.869,809.116,134950,1485,4552,40395,2371,59,300,181,1053,1,1,7738
2,1496,1544,4,1,1995,6,0,1,0,20,4,2,4,8,1,3,2,1,5,1,2,1,1,2,5,0,1,3,2,12,1,1,2,3,1,1,20,1,2,4,2,3,1,5,1,3,2,2,2,1,1,2,2,2,1,1,2,1,1,1,5,0,8,2,1,0,0,0,1,0,0,0,8,3,1,1,72,76,71,3,3,1,0,0,1,0,60,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,3,9,2,24,4895,4245,4245,4245,2741,358.915,706.481,0.0,243.941,1431.664,125644,17616,6083,58337,3387,706,391,244,1687,1,1,20031
2,3493,3335,5,1,1993,6,0,5,0,20,3,3,7,10,1,2,2,1,5,1,2,1,5,4,5,1,22,5,2,12,1,1,1,3,2,1,13,1,2,3,3,3,1,5,1,4,3,1,1,1,1,1,2,1,1,1,1,0,1,1,5,0,5,3,5,0,0,0,1,0,0,1,5,2,1,0,78,78,72,9,2,1,0,15,15,0,50,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,11,0,24,7954,7554,3777,3777,4919,168.348,1437.298,290.261,679.52,2343.573,134249,39227,18545,63961,4919,1437,290,680,2344,0,0,39346
2,40,0,1,1,1995,6,0,6,0,20,3,2,4,7,1,1,2,0,0,1,2,1,5,1,4,0,0,0,0,0,1,1,1,3,2,1,20,1,1,3,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,7,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,30,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,5,8,2,23,1687,1687,1687,0,1355,0.0,0.0,0.0,104.439,1250.561,156283,0,2289,27406,2669,0,383,104,1251,1,1,8703
5,4168,3986,5,2,2004,7,20,0,1,0,1,1,2,3,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,5,1,2,1,1,1,1,1,0,0,0,0,0,2,5,0,1,0,0,0,0,5,0,0,0,1,0,0,1,3,3,0,0,72,72,72,2,3,0,0,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,10,900,900,0,900,721,0.0,299.678,111.563,73.061,236.698,19854,8252,2012,6518,721,300,112,73,237,0,0,5819
2,852,1372,3,1,2004,7,0,5,0,20,5,4,4,9,1,3,1,1,5,1,2,1,5,2,3,1,22,2,2,12,1,1,1,1,1,1,30,1,1,3,2,3,1,5,1,3,2,2,1,1,2,2,2,0,1,1,2,1,1,1,1,0,9,2,1,0,0,0,1,0,0,1,9,3,1,0,75,75,75,1,1,0,0,4,4,0,50,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,6,9,3,24,7532,6882,6882,6882,2688,0.0,867.259,0.0,183.687,1637.053,268739,28138,5960,53113,4405,867,747,184,1637,1,1,25560
2,1065,1338,3,1,1990,6,0,5,0,20,4,2,4,8,1,2,2,0,0,1,2,1,1,2,4,0,3,1,2,12,1,1,1,2,1,1,20,1,2,3,3,3,1,5,1,3,2,1,1,2,2,1,1,1,1,1,2,2,1,3,1,0,8,1,1,0,0,0,1,0,0,1,8,3,1,1,78,78,77,5,2,0,0,9,6,3,50,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,10,0,22,4680,4680,4680,4280,1137,0.0,323.315,0.0,113.816,699.869,173333,10990,3869,33292,2623,323,297,114,805,1,1,11327
3,884,1157,3,2,1920,1,0,8,0,10,1,1,2,3,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,2,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2,5,0,16,1414,1414,754,251,1390,0.0,75.151,0.0,263.385,1051.463,79724,991,3473,21513,2474,75,261,263,1187,1,1,5371
4,398,465,2,2,1970,4,0,6,1,0,3,1,3,6,0,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,6,5,2,2,1,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,41,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,3,6,5,16,1774,1774,1183,394,931,0.0,21.874,0.0,135.357,773.769,98808,450,2786,28962,2099,22,308,135,965,1,1,5617
