TYPEHUQ,CDD65,CDD30YR,AIA_Zone,KOWNRENT,YEARMADE,YEARMADERANGE,NUMFLRS,ROOFTYPE,NAPTFLRS,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,SIZEOFGARAGE,GARGLOC,OVEN,OVENFUEL,OVENCLN,TYPECLN,OUTGRILL,FUELFOOD,NUMFRIG,SIZRFRI1,ICE,TYPERFR2,SIZRFRI2,REFRIGT2,MONRFRI2,SEPFREEZ,NUMFREEZ,UPRTFRZR,SIZFREEZ,FREEZER,DISHWASH,DWASHUSE,CWASHER,TOPFRONT,WASHLOAD,WASHTEMP,RNSETEMP,DRYER,DRYRFUEL,DRYRUSE,TVCOLOR,TVSIZE2,TVTYPE2,CABLESAT2,TVONWD2,TVONWE2,TVSIZE3,TVTYPE3,CABLESAT3,TVONWD3,TVONWE3,NUMPC,TIMEON2,PCPRINT,ELECDEV,FUELHEAT,HEATOTH,HEATROOM,NUMTHERM,FUELH2O,WHEATOTH,ZWHEATAGE,ZWHEATBKT,AIRCOND,DNTAC,CENACHP,MAINTAC,ACROOMS,USECENAC,THERMAINAC,PROTHERMAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,NUMCFAN,USECFAN,SWIMPOOL,POOL,LGT4,LGT1,NOUTLGTNT,WINDOWS,USENG,USELP,ELWARM,ELCOOL,ELWATER,ELFOOD,UGWARM,UGWATER,UGCOOK,LPOTHER,PELHEAT,PELHOTWA,PELCOOK,PELAC,PGASHEAT,PGASHTWA,PUGCOOK,SPOUSE,NHSLDMEM,AGEHHMEMCAT2,AGEHHMEMCAT3,MONEYPY,TOTSQFT,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,TOTALBTU,TOTALBTUCOL,TOTALBTURFG,TOTALBTUOTH,TOTALDOL,TOTALDOLCOL,TOTALDOLWTH,TOTALDOLRFG,TOTALDOLOTH,KAVALNG,PERIODNG,KWH
3,1047,1193,3,1,1940,1,0,5,0,20,3,1,2,5,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,5,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,41,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,10,3600,3600,2400,0,579,0.0,0.0,0.0,163.544,415.456,161029,0,2205,7652,3940,0,328,164,596,1,1,2288
5,995,1028,3,2,1937,1,2,0,1,0,1,1,2,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,0,1,0,0,4,450,450,450,0,508,0.0,0.0,0.0,235.64,272.36,61865,0,4924,9288,1233,0,73,236,323,3,5,3111
2,2517,2287,5,1,1945,1,0,5,0,10,2,1,3,5,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,1,2,2,2,0,0,1,1,2,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,30,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,2,10,0,5,950,950,380,380,1525,107.035,400.365,310.464,156.444,550.691,54008,11030,4310,17791,1749,400,310,156,600,1,1,12314
2,510,671,2,2,1920,1,0,6,0,10,2,1,3,5,1,1,2,0,0,1,2,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,4,0,0,0,0,0,1,0,1,2,3,0,5,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,6,0,8,1311,1061,1061,0,593,61.317,0.0,0.0,99.622,432.061,73738,0,1880,8152,1522,0,169,100,432,0,0,3279
5,1429,1416,3,2,1980,5,2,0,1,0,2,2,2,4,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,3,1,0,0,1,1,0,4,2,1,0,0,0,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,3,5,1,10,951,951,951,951,397,0.0,44.359,0.0,71.644,280.997,61126,1493,2411,17161,836,44,95,72,352,1,1,3916
4,4070,3058,5,2,2005,8,0,5,1,0,2,2,2,4,0,0,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,1,13,1,1,2,3,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,4,1,5,0,0,0,1,0,0,1,4,3,1,0,75,75,75,1,1,0,0,1,1,0,20,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,964,964,964,964,762,114.444,256.963,112.419,55.007,223.167,28893,9743,2086,8462,762,257,112,55,223,0,0,8468
2,1188,1212,3,1,1954,2,0,5,0,10,7,1,4,11,0,0,0,0,0,1,2,1,5,1,4,1,0,0,0,0,1,1,1,3,1,1,30,1,1,4,3,3,1,5,1,2,2,1,2,2,2,0,0,0,0,0,1,0,1,1,5,0,11,1,5,0,0,0,1,0,1,0,11,2,1,1,74,74,72,3,1,0,0,0,2,3,41,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,7,8,6,22,2700,2700,2700,2700,2329,351.811,241.523,440.091,164.969,1130.607,92308,9573,6538,44811,2329,242,440,165,1131,0,0,27054
2,727,738,2,1,1968,3,0,5,0,20,4,2,4,8,1,2,2,0,0,1,2,1,5,1,4,0,0,0,0,0,1,1,1,3,1,1,12,1,1,2,2,3,1,1,1,2,2,1,0,1,1,0,0,0,0,0,2,1,1,1,1,0,8,2,1,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,0,0,0,4,3,0,50,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,2,16,0,8,2784,2384,1568,1568,1656,0.0,87.24,0.0,259.33,1309.43,192722,1254,3727,29304,3834,87,455,259,1445,1,1,6976
4,1166,932,4,2,1970,4,0,4,1,0,1,1,3,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,10,0,11,840,840,0,0,340,0.0,0.0,0.0,65.715,274.189,18338,0,1841,7682,421,0,81,66,274,3,5,2791
2,565,613,2,2,1940,1,0,6,0,10,2,1,2,4,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3,0,3,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,836,836,627,0,569,89.954,0.0,0.0,193.361,285.685,82467,0,3047,9905,1935,0,175,193,442,0,0,2628
1,723,863,3,1,1968,3,0,3,0,10,3,1,4,7,0,0,0,1,5,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,7,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,659,659,659,282,824,0.0,120.505,261.244,127.55,314.701,29499,1799,1904,4698,1139,121,261,128,315,0,0,3605
2,328,608,1,1,1988,5,0,6,0,20,3,3,7,10,1,2,2,0,0,1,2,1,5,1,3,0,0,0,0,0,1,1,2,1,1,1,13,1,2,2,2,3,1,5,1,4,2,2,2,1,1,1,2,0,1,1,4,2,2,2,7,0,10,0,2,0,0,0,1,0,0,0,6,1,1,1,0,0,0,3,3,0,0,3,3,0,50,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,2,10,0,24,4758,4758,4758,3161,1707,227.058,62.233,0.0,84.158,1333.552,97675,2456,3321,52618,2476,62,319,84,1334,0,0,19740
2,3416,3230,5,2,1950,2,0,5,0,10,3,1,3,6,0,0,0,0,0,1,1,1,5,1,3,0,0,0,0,0,1,1,2,2,1,0,0,1,1,3,2,3,1,5,1,3,1,2,1,4,3,2,2,1,2,1,0,0,0,1,5,0,6,1,5,0,0,0,1,0,0,0,6,3,1,1,70,70,70,0,0,0,0,0,2,0,41,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,3,11,6,6,960,960,960,960,1525,160.878,323.508,267.04,62.068,711.506,53703,10718,2056,26751,1565,324,267,62,752,3,5,14808
2,1462,1602,3,1,1952,2,0,5,0,10,3,1,3,6,1,1,2,0,0,1,2,1,5,1,3,0,0,0,0,0,1,1,2,2,1,0,0,1,1,3,2,2,1,1,1,3,2,1,1,2,2,1,1,0,1,2,0,0,0,1,1,0,6,1,1,0,0,0,1,0,0,0,6,2,1,0,75,40,70,1,1,0,0,2,2,4,30,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,2,16,0,7,1784,1534,752,752,775,0.0,77.522,0.0,81.68,615.797,99313,3013,3175,31743,1769,78,235,82,728,1,1,8829
4,365,343,1,2,1927,1,0,6,1,0,4,1,2,6,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,1,1,2,1,1,1,13,1,1,2,1,3,1,5,1,4,2,1,1,3,3,1,1,0,2,2,1,0,1,2,3,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,41,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,4,7,2,11,2340,2340,1300,433,1427,88.222,65.195,0.0,171.008,1102.575,128889,1733,4546,29311,2950,65,469,171,1103,1,1,11118
2,629,764,2,2,1960,3,0,5,0,10,3,1,3,6,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,2,2,1,0,0,1,1,4,2,2,1,1,1,6,2,1,1,5,3,2,1,1,3,2,2,1,1,2,1,0,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,30,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,4,3,2,4,840,840,840,140,648,0.0,9.098,0.0,43.307,595.594,99855,248,1180,24498,1357,9,219,43,667,1,1,5173
2,2492,2554,5,1,2004,7,0,5,0,20,5,4,11,16,1,3,2,2,5,1,2,1,1,3,5,1,23,4,2,12,0,0,0,0,0,1,12,1,1,4,3,3,1,5,2,3,2,1,1,1,2,2,1,1,1,1,4,1,2,2,1,0,16,3,1,0,0,0,1,0,0,1,16,2,1,1,80,80,80,1,1,0,0,0,2,0,60,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,4,2,2,24,7221,6571,6571,6571,3610,0.0,1734.294,0.0,497.519,1378.187,319018,56598,16236,75525,5885,1734,660,498,1724,1,1,34528
5,592,747,2,2,1999,6,2,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2,0,10,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,2,0,1,2,5,0,11,701,701,701,701,439,0.0,17.808,0.0,96.21,324.982,50690,422,2281,7704,962,18,132,96,325,2,1,3050
1,1725,1651,4,1,1979,4,0,3,0,10,2,1,2,4,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,11,1,2,1,3,3,1,5,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,5,0,3,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,20,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,7,728,728,546,364,1421,365.253,297.865,238.324,130.604,388.954,53921,9180,4025,11988,1704,298,238,131,389,0,0,12836
2,1365,1667,3,2,1976,4,0,5,0,10,3,1,2,5,0,0,0,0,0,1,2,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,4,1,1,0,3,4,3,4,0,2,5,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4,4,3,7,1467,1467,903,0,1136,308.759,0.0,282.46,98.922,445.859,40712,0,3545,15979,1136,0,282,99,446,0,0,11932
2,654,972,2,1,1954,2,0,5,0,20,3,1,3,6,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,1,1,0,0,0,1,0,0,0,6,3,1,0,70,70,70,1,1,0,0,5,2,1,41,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,4,10,5,13,3267,3267,2178,2178,690,0.0,100.885,192.015,43.382,353.718,174761,4571,1965,36090,1695,101,427,43,494,1,1,9162
2,1667,1643,4,1,2001,7,0,5,0,20,4,4,9,13,1,3,1,2,5,1,2,1,5,2,5,0,21,4,2,12,1,1,1,3,2,1,20,1,2,3,3,3,1,5,1,3,3,4,2,2,3,2,1,2,1,1,2,2,1,2,5,0,13,3,5,0,0,0,1,0,1,0,1,3,1,0,74,78,72,2,3,0,0,2,12,0,60,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,3,10,4,24,7548,7548,7548,2903,3685,456.046,615.77,812.751,357.799,1442.633,126820,20849,12115,50896,3709,616,813,358,1467,1,2,36568
2,2136,2254,5,1,1993,6,0,5,0,10,4,2,3,7,1,2,2,0,0,0,0,1,5,1,4,1,0,0,0,0,0,0,0,0,0,1,11,1,1,2,2,3,1,5,1,3,2,1,1,1,1,1,2,0,1,1,2,1,2,2,1,0,7,1,1,0,0,0,1,0,0,1,7,3,1,0,70,70,70,4,3,0,0,3,1,4,20,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,2,12,0,11,2268,1868,1868,1868,1476,0.0,452.216,0.0,204.816,818.968,89970,11769,5330,21313,2127,452,225,205,819,1,1,11258
4,323,573,2,2,1930,1,0,6,1,0,2,1,3,5,0,0,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,1,11,1,1,2,3,3,1,5,1,3,1,1,0,1,1,1,1,0,1,1,3,2,1,2,5,0,5,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,0,41,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,6,0,19,1120,1120,1120,448,519,206.682,6.557,0.0,62.254,243.506,22718,151,1432,5603,717,7,198,62,244,0,0,3500
2,559,817,2,1,1945,1,0,5,0,20,3,2,6,9,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,1,1,2,3,1,0,0,1,1,2,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,50,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,6,1847,1847,1642,205,794,0.0,10.927,194.04,84.717,504.316,175416,308,2388,14217,2405,11,194,85,504,1,1,6560
2,2136,2208,5,1,1965,3,0,5,0,10,2,1,4,6,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,1,11,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,30,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,11,0,9,2223,2223,2223,0,2582,750.903,0.0,639.67,341.311,850.116,82669,0,10928,27219,2582,0,640,341,850,0,0,24229
2,3552,3240,5,2,1988,5,0,5,0,10,2,1,4,6,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,1,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,2,0,30,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,5,8,4,4,988,988,0,988,683,0.0,112.347,255.286,47.946,267.421,20544,3379,1442,8044,683,112,255,48,267,0,0,6021
1,928,1224,3,1,1991,6,0,3,0,10,3,2,2,5,0,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,1,1,1,3,2,1,13,1,1,3,3,3,1,5,1,2,1,1,1,2,1,0,0,0,0,0,1,0,0,2,1,0,5,1,5,0,0,0,1,0,0,1,5,3,1,0,78,78,78,1,1,0,0,2,6,0,41,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,5,0,6,1134,1134,1134,1134,1514,0.0,120.368,320.084,117.034,956.514,129589,4281,4162,43493,2469,120,320,117,1076,1,1,15780
2,865,930,3,1,1980,5,0,5,0,10,4,3,4,8,1,2,2,0,0,1,2,1,5,2,3,1,22,2,1,12,1,1,1,2,1,1,20,1,1,4,3,3,1,5,1,3,2,1,1,2,3,1,1,1,2,3,2,1,2,1,1,0,8,1,1,0,0,0,1,0,0,1,8,3,1,0,74,78,70,2,1,0,0,0,3,0,41,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,4,9,2,19,3290,2890,2890,2890,1573,0.0,280.72,0.0,175.031,1117.248,124481,8715,5434,34687,2729,281,290,175,1117,1,1,14313
2,389,724,1,1,1974,4,0,6,0,10,3,1,2,5,1,2,1,0,0,0,0,1,1,2,3,0,3,1,1,6,1,1,2,3,1,1,20,1,1,3,2,2,1,1,1,3,1,1,2,3,4,2,1,2,1,1,2,2,1,2,1,0,4,1,1,0,0,0,1,0,0,0,3,3,1,1,68,74,68,1,3,0,0,2,3,1,41,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,6,0,10,3770,3370,1879,1131,968,0.0,42.768,0.0,136.485,788.747,125142,1317,4204,34232,1818,43,187,136,877,1,1,8739
3,401,642,2,1,1982,5,0,5,0,20,2,2,3,5,0,0,0,0,0,1,2,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,11,1,2,2,2,2,1,5,1,3,1,2,0,2,2,1,1,0,2,2,1,0,1,1,1,0,5,1,5,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,2,1,0,20,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,8,1036,1036,1036,1036,562,0.0,17.906,172.958,58.401,312.734,77670,597,1947,10424,1078,18,173,58,313,1,1,5490
3,406,737,1,1,1973,4,0,6,0,10,3,1,3,6,1,3,2,0,0,1,2,1,5,1,3,0,0,0,0,0,1,1,1,1,2,1,20,1,1,2,3,3,1,5,1,2,1,1,0,2,2,0,0,0,0,0,1,0,1,2,2,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,30,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,6,1912,1262,662,110,1860,0.0,24.547,0.0,170.505,1664.948,93997,639,4436,43317,2649,25,174,171,1665,0,0,14183
2,3503,3121,5,2,1977,4,0,5,0,10,3,2,3,6,0,0,0,0,0,1,2,1,5,1,3,0,0,0,0,0,1,1,2,1,1,1,11,1,1,3,3,3,1,5,1,3,1,1,0,3,4,1,1,0,2,2,0,0,0,1,5,0,6,1,5,0,0,0,1,0,0,0,6,3,1,0,80,80,70,4,3,0,0,0,0,0,30,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,6,2,4,1370,1370,1370,1370,3679,304.443,967.76,659.333,126.152,1621.312,93250,24529,3198,41095,3679,968,659,126,1621,0,0,27330
3,905,993,3,1,1950,2,0,5,0,40,3,1,2,5,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,3,1,5,2,2,3,3,1,1,1,0,0,0,0,0,2,2,1,3,1,1,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,41,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,5,6,3,23,1605,1605,1605,963,835,0.0,132.985,0.0,71.986,630.03,43252,2481,1343,18231,1242,133,141,72,725,1,1,4565
2,1465,1747,3,1,1930,1,0,5,0,10,2,1,2,4,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,13,1,1,3,3,2,1,5,2,3,1,2,2,2,2,2,1,2,1,1,2,5,1,2,1,0,4,1,1,0,0,0,1,0,0,1,4,3,1,0,74,76,74,1,2,0,0,1,1,0,30,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,6,0,16,1702,1702,851,851,548,0.0,73.898,0.0,54.449,419.653,71172,2769,2041,18324,1313,74,199,54,459,1,1,6019
3,813,864,3,2,1960,3,0,5,0,20,2,1,2,4,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,0,2,2,1,2,3,2,0,0,0,0,0,1,0,0,1,5,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,2,3,0,8,818,818,409,409,1151,348.376,35.855,283.884,104.115,378.769,43141,1344,3902,14197,1151,36,284,104,379,0,0,12644
4,423,657,2,2,1952,2,0,5,1,0,2,1,3,5,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,2,1,1,0,4,4,0,0,0,0,0,0,0,0,1,1,1,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,20,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,1,0,3,3,3,6,540,540,540,108,462,0.0,9.962,0.0,135.126,316.912,153368,264,3576,27299,2114,10,411,135,538,2,1,3583
5,3711,3567,5,2,1975,4,2,0,1,0,1,1,1,2,0,0,0,0,0,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,5,0,2,1,1,1,1,1,1,0,0,0,2,2,1,0,77,77,77,1,3,0,0,0,1,0,10,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,8,514,514,514,514,592,146.847,159.502,0.0,62.904,222.747,24146,3910,1542,5460,758,160,166,63,223,3,5,4253
4,695,688,2,2,1920,1,0,5,1,0,2,1,2,4,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,5,1,3,1,2,0,1,1,1,1,0,1,1,2,1,1,2,1,0,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,41,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2,1,0,2,889,889,889,222,1402,0.0,24.681,460.946,167.754,748.618,73085,365,2478,14962,2252,25,461,168,812,1,2,6069
3,733,906,3,1,1920,1,0,8,0,10,1,1,2,3,0,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,2,2,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,0,30,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,15,622,622,622,207,595,0.0,20.852,0.0,133.309,440.838,68594,590,3771,13818,1092,21,103,133,454,1,1,4933
5,709,625,4,2,1992,6,3,0,1,0,2,2,1,3,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,5,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,20,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4,5,5,1,773,773,515,0,668,258.447,0.0,0.0,145.103,264.45,16642,0,3370,6142,712,0,44,145,264,1,1,4547
2,1229,776,4,1,1937,1,0,5,0,20,4,2,5,9,0,0,0,0,0,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,1,2,5,1,1,0,2,2,1,1,2,2,3,2,2,1,2,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,50,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,2,5,0,7,3337,3337,742,0,768,0.0,0.0,0.0,194.009,573.991,83871,0,5341,27606,1266,0,141,194,668,1,1,6196
2,2508,1973,4,1,1979,4,0,1,0,10,4,2,4,8,1,2,2,2,5,1,2,1,1,2,5,1,22,3,2,12,1,1,1,3,2,1,30,1,2,4,2,3,1,5,1,5,1,2,0,2,2,2,1,0,1,2,3,2,1,3,1,0,8,2,5,0,0,0,1,0,1,1,8,3,1,0,74,74,74,6,2,1,1,0,2,0,30,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,4,11,4,24,2761,2361,2361,2361,2309,0.0,421.558,411.161,254.061,1222.22,138268,12930,7793,58827,3238,422,411,254,1516,1,1,20757
2,400,535,2,1,1999,6,0,2,0,20,5,4,5,10,1,2,2,2,5,1,2,1,5,2,4,1,22,3,1,6,1,1,1,3,1,1,30,1,1,3,2,3,1,5,1,5,2,2,1,2,3,3,3,1,2,2,5,5,1,2,1,0,10,1,5,0,0,0,1,0,0,0,10,3,1,1,72,76,78,5,1,0,0,2,3,1,50,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,4,10,5,22,4542,4142,4142,4142,2241,139.665,159.623,357.939,202.086,1381.687,138910,5448,6897,47158,2777,160,358,202,1382,3,5,22417
2,743,1043,2,1,2004,7,0,5,0,40,4,3,4,8,0,0,0,0,0,0,0,1,1,2,3,0,3,1,1,12,1,1,2,2,1,1,11,1,1,1,3,3,1,1,3,4,2,1,1,2,2,1,1,1,1,1,1,0,1,1,1,0,8,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,30,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,5,10,5,4,2669,2669,2669,0,1384,0.0,0.0,0.0,183.327,1200.673,128117,0,5077,49928,2096,0,163,183,1333,1,1,11233
